,name,price,category,image_link
131,"""Chirping Songbird"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",899,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-125_A_400x.jpg
132,Wooden Wall Shelves With Handpainted Terracotta Pots,3115,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-055_a_400x.jpg
133,Natural Wooden Log Wall Décor Set,2999,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-038_a_4_7564cad2-eb9d-463b-b434-18c80d1b3d31_400x.jpg
134,"""Feathered Birdies"" Handmade & Hand-painted Garden Decorative Wall Hanging In Terracotta (Set of 2)",1199,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-139_A_400x.jpg
135,"""White-Haired Horse"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",799,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-122_A_400x.jpg
136,Dhokra Work And Warli Handpainted Vertical Wall Décor,2098,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-031_a_4_400x.jpg
137,"""Owl Family"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",899,wall-hangings,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-128_A_400x.jpg
138,"""Mughal Roots"" Floral Hand-painted Ceramic Planter Pots (Set of 2)",799,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-021-081_A_400x.jpg
139,'Planting Moo' Handmade & Hand-painted Planter Pot In Terracotta (6 Inch),649,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-021-098_A_400x.jpg
140,"'Mud Blossom Pair' Handmade & Hand-painted Planter Pots In Terracotta (4 Inch, Set of 2)",1075,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-021-108_A_400x.jpg
141,'Mud Blossoms' Handmade & Hand-painted Planter Pot In Terracotta (4 Inch),649,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-021-107_A_400x.jpg
142,'Melting Glaciers' Studio Pottery Planters (Set Of 2),549,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/el-021-018_a_1_400x.jpg
143,'Moroccan Roots' Handpainted Planters In Ceramic (Set Of 2),549,table-planters,cdn.shopify.com/s/files/1/0030/9759/1872/products/el-021-006_a_400x.jpg
