,name,price,category,image_link
94,'Shades of a Leaf' Hand-Painted Bird Wind Chime In Terracotta,618,wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-015-114_A_400x.jpg?v=1628242768
95,‘Clinkering Songbirds’ Hand-Painted Decorative Hanging Bells Wind Chime In Metal & Wood,"1,682",wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-057_a_400x.jpg?v=1570516197
96,Handmade Wooden Birds Wind Chime Cum Decorative Hanging,"1,299",wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-018_aa_400x.jpg?v=1570516352
97,Handmade Wooden Parrots Wind Chime Cum Decorative Hanging,"1,299",wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-019_a_400x.jpg?v=1570516351
98,Bird Collection Wooden Handmade Decorative Wind Chime,"1,049",wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-025_a_400x.jpg?v=1570516369
99,"""Bovine Melody"" Handmade & Hand-Painted Garden Decorative Hanging & Wind Chime In Terracotta",699,wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-015-090_A_400x.jpg?v=1570515772
100,'Breezy Chiming' Hand-Painted Decorative Hanging Bells Wind Chime In Metal,"1,399",wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-048_a_2_400x.jpg?v=1570516286
101,Multicoloured Wooden Handmade & Hand-Painted Bird Wind Chime With Kutchh Bell,890,wind-chimes,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-015-039_a_400x.jpg?v=1570516335
102,Terracotta Warli Handpainted Pots Blue Set Of 3,718,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-012_A_1cf34b83-3346-472e-857d-a17b853c8493_400x.jpg?v=1609323044
103,Terracotta Warli Handpainted Pots Yellow Set Of 3,725,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-002_A_9fcc0246-3196-4187-9c8e-bf6d82434636_400x.jpg?v=1609322776
104,'Tribal Rustic Pot-Faces' In Terracotta With Jute Detailing (Set Of 2),791,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-016_A_400x.jpg?v=1598086298
105,Terracotta Warli Handpainted Pots Yellow Set Of 3,717,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-010_A_823e6e8c-02f7-4add-950e-5c46c1003994_400x.jpg?v=1609322937
106,Terracotta Warli Handpainted Pots White Set Of 3,717,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-001_A_6df12927-4de1-400d-ae17-a470e7db9a72_400x.jpg?v=1609322732
107,Terracotta Warli Handpainted Pots Natural White Set Of 3,725,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-003_A_c2551c74-1511-4493-9372-29df11a26bd6_400x.jpg?v=1609322839
108,Terracotta Warli Handpainted Pots White Set Of 2,849,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-005_A_400x.jpg?v=1598082893
109,Terracotta Handpainted Warli Vase Matki Yellow 6 Inch,717,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-038_a_4_400x.jpg?v=1570516456
110,Terracotta Warli Handpainted Pots Bright Green Set Of 3,717,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-013_A_f38242b5-239f-4e4c-95c2-345cac808fd2_400x.jpg?v=1609323082
111,Terracotta Handpainted Warli Vase Matki Neck Red 6 Inch,725,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-014_a_4_400x.jpg?v=1570516512
112,Terracotta Handpainted Warli Vase Round White 6 Inch,699,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-020_a_4_400x.jpg?v=1570516508
113,Terracotta Handpainted Warli Vase Tappered Blue 6 Inch,699,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-018_a_4_400x.jpg?v=1570516508
114,Terracotta Handpainted Warli Vase Matki Blue 6 Inch,725,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-013_a_4_400x.jpg?v=1570516515
115,Terracotta Warli Handpainted Pots Red Set Of 2,840,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-004_A_400x.jpg?v=1598082889
116,Madhubani Handpainted Bottle Shape Terracotta Vase Set,"2,599",decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-056_a_1_400x.jpg?v=1570516431
117,'Tribal Pot-Faces' In Terracotta (Set Of 2),791,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-004-019_A_400x.jpg?v=1598086313
118,Madhubani Handpainted Terracotta Vase Set In Bright Orange,"1,899",decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-058_a_3_400x.jpg?v=1570516431
119,Terracotta Handpainted Warli Vase Matki Red 6 Inch,699,decorative-vases,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-006-015_a_4_400x.jpg?v=1570516513
120,"""Coloured Fish"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",989,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-127_A_400x.jpg?v=1568953176
121,Gayatri Mantra Terracotta Wall Hanging,840,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-019_a_5_400x.jpg?v=1570516490
122,8 Terracotta Warli Handpainted Pots With Sheesham Wooden Frame Wall Hanging,"2,870",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-001_a_3_400x.jpg?v=1570516510
123,9 Terracotta Warli Handpainted Pots With Sheesham Wooden Frame Wall Hanging,"2,899",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-003_1_400x.jpg?v=1570516518
124,3 Terracotta Warli Handpainted Pots With Sheesham Wooden Hut Frame Wall Hanging,"1,399",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-006_a_3_400x.jpg?v=1570516519
125,"""Rooster & Chicks"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",899,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-126_A_400x.jpg?v=1570515768
126,'Kathakali Maquillage' Hand Carved Block Wall Décor In Sheesham Wood,"1,406",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-157_A_400x.jpg?v=1595489980
127,"""Flapping Birdies"" Handmade & Hand-painted Garden Decorative Wall Hanging In Terracotta (Set of 2)","1,125",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-142_A_400x.jpg?v=1581072461
128,"""Flowery Owl"" Handmade & Hand-painted Garden Decorative Wall Hanging Bell In Terracotta",749,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-151_A_400x.jpg?v=1581072510
129,Dhokra Work And Warli Handpainted Horizontal Wall Décor,"2,099",wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-032_a_5_400x.jpg?v=1570516464
130,Gayatri Mantra Terracotta Wall Hanging,849,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/el-002-045_a_6_400x.jpg?v=1570516445
131,"""Chirping Songbird"" Handmade & Hand-Painted Garden Decorative Wall Hanging In Terracotta",899,wall-hangings,//cdn.shopify.com/s/files/1/0030/9759/1872/products/EL-002-125_A_400x.jpg?v=1570515769
